bioguide_id,name,name_confirm_from_sunlight,in_office,sort
G000585,2018 HON. JIMMY GOMEZ,,,HON. JIMMY GOMEZ
G000585,2019 HON. JIMMY GOMEZ,,,HON. JIMMY GOMEZ
P000613,2017 HON. JIMMY PANETTA,REP. JIMMY PANETTA,TRUE,HON. JIMMY PANETTA
P000613,2018 HON. JIMMY PANETTA,,,HON. JIMMY PANETTA
P000613,2019 HON. JIMMY PANETTA,,,HON. JIMMY PANETTA
E000172,HON. JO ANN EMERSON,REP. JO ANN EMERSON,TRUE,HON. JO ANN EMERSON
B001244,HON. JO BONNER,REP. JOSIAH 'JO' BONNER JR.,TRUE,HON. JO BONNER
C001091,2016 HON. JOAQUIN CASTRO,,,HON. JOAQUIN CASTRO
C001091,2017 HON. JOAQUIN CASTRO,REP. JOAQUIN CASTRO,TRUE,HON. JOAQUIN CASTRO
C001091,HON. JOAQUIN CASTRO,REP. JOAQUIN CASTRO,TRUE,HON. JOAQUIN CASTRO
C001091,2018 HON. JOAQUIN CASTRO,,,HON. JOAQUIN CASTRO
C001091,2019 HON. JOAQUIN CASTRO,,,HON. JOAQUIN CASTRO
A000375,2017 HON. JODEY C. ARRINGTON,REP. JODEY ARRINGTON,TRUE,HON. JODEY C. ARRINGTON
A000375,2018 HON. JODEY C. ARRINGTON,,,HON. JODEY C. ARRINGTON
A000375,2019 HON. JODEY C. ARRINGTON,,,HON. JODEY C. ARRINGTON
H001071,2016 HON. JODY B. HICE,REP. JODY HICE,TRUE,HON. JODY B. HICE
H001071,2017 HON. JODY B. HICE,REP. JODY HICE,TRUE,HON. JODY B. HICE
H001071,HON. JODY B. HICE,REP. JODY HICE,TRUE,HON. JODY B. HICE
H001071,2018 HON. JODY B. HICE,,,HON. JODY B. HICE
H001071,2019 HON. JODY B. HICE,,,HON. JODY B. HICE
H001071,HON. JODY B. HICE--,REP. JODY HICE,TRUE,HON. JODY B. HICE--
H001071,HON. JODY B. HICE--,,TRUE,HON. JODY B. HICE--
H001071,HON. JODY B. HICE--,REP. JODY HICE,TRUE,HON. JODY B. HICE--
H001071,HON. JODY B. HICE--,REP. JODY HICE,TRUE,HON. JODY B. HICE--
B001234,HON. JOE BACA,REP. JOE BACA,TRUE,HON. JOE BACA
B000213,2015 HON. JOE BARTON,REP. JOE BARTON,TRUE,HON. JOE BARTON
B000213,2017 HON. JOE BARTON,REP. JOE BARTON,TRUE,HON. JOE BARTON
B000213,HON. JOE BARTON,REP. JOE BARTON,TRUE,HON. JOE BARTON
B000213,2018 HON. JOE BARTON,,,HON. JOE BARTON
C001069,2016 HON. JOE COURTNEY,REP. JOE COURTNEY,TRUE,HON. JOE COURTNEY
C001069,2017 HON. JOE COURTNEY,REP. JOE COURTNEY,TRUE,HON. JOE COURTNEY
C001069,HON. JOE COURTNEY,REP. JOSEPH 'JOE' COURTNEY,TRUE,HON. JOE COURTNEY
C001069,2018 HON. JOE COURTNEY,,,HON. JOE COURTNEY
C001069,2019 HON. JOE COURTNEY,,,HON. JOE COURTNEY
C001122,2019 HON. JOE CUNNINGHAM,,,HON. JOE CUNNINGHAM
D000607,HON. JOE DONNELLY,REP. JOE DONNELLY SR.,TRUE,HON. JOE DONNELLY
G000573,HON. JOE GARCIA,REP. JOE GARCIA,TRUE,HON. JOE GARCIA
K000288,HON. JOE KNOLLENBERG,REP. JOSEPH 'JOE' KNOLLENBERG,FALSE,HON. JOE KNOLLENBERG
N000191,2019 HON. JOE NEGUSE,,,HON. JOE NEGUSE
S001169,HON. JOE SESTAK,REP. JOSEPH 'JOE' SESTAK JR.,TRUE,HON. JOE SESTAK
W000811,HON. JOE WALSH,REP. JOE WALSH,TRUE,HON. JOE WALSH
W000795,2016 HON. JOE WILSON,REP. JOE WILSON,TRUE,HON. JOE WILSON
W000795,2017 HON. JOE WILSON,REP. JOE WILSON,TRUE,HON. JOE WILSON
W000795,HON. JOE WILSON,REP. ADDISON 'JOE' WILSON SR.,TRUE,HON. JOE WILSON
W000795,2018 HON. JOE WILSON,,,HON. JOE WILSON
W000795,2019 HON. JOE WILSON,,,HON. JOE WILSON
C000090,2014 HON. JOHN  CAMPBELL,,,HON. JOHN  CAMPBELL
B000589,HON. JOHN A BOEHNER,REP. JOHN BOEHNER,TRUE,HON. JOHN A BOEHNER
B001263,HON. JOHN A. BOCCIERI,REP. JOHN BOCCIERI,TRUE,HON. JOHN A. BOCCIERI
B000589,HON. JOHN A. BOEHNER,REP. JOHN BOEHNER,TRUE,HON. JOHN A. BOEHNER
Y000062,2015 HON. JOHN A. YARMUTH,REP. JOHN YARMUTH,TRUE,HON. JOHN A. YARMUTH
Y000062,2016 HON. JOHN A. YARMUTH,REP. JOHN YARMUTH,TRUE,HON. JOHN A. YARMUTH
Y000062,2017 HON. JOHN A. YARMUTH,REP. JOHN YARMUTH,TRUE,HON. JOHN A. YARMUTH
Y000062,HON. JOHN A. YARMUTH,REP. JOHN YARMUTH,TRUE,HON. JOHN A. YARMUTH
Y000062,2018 HON. JOHN A. YARMUTH,,,HON. JOHN A. YARMUTH
Y000062,2019 HON. JOHN A. YARMUTH,,,HON. JOHN A. YARMUTH
C001048,2016 HON. JOHN ABNEY CULBERSON,REP. JOHN CULBERSON,TRUE,HON. JOHN ABNEY CULBERSON
C001048,2017 HON. JOHN ABNEY CULBERSON,REP. JOHN CULBERSON,TRUE,HON. JOHN ABNEY CULBERSON
C001048,HON. JOHN ABNEY CULBERSON,REP. JOHN CULBERSON,TRUE,HON. JOHN ABNEY CULBERSON
C001048,2018 HON. JOHN ABNEY CULBERSON,,,HON. JOHN ABNEY CULBERSON
L000557,2015 HON. JOHN B. LARSON,REP. JOHN LARSON,TRUE,HON. JOHN B. LARSON
L000557,2016 HON. JOHN B. LARSON,REP. JOHN LARSON,TRUE,HON. JOHN B. LARSON
L000557,2017 HON. JOHN B. LARSON,REP. JOHN LARSON,TRUE,HON. JOHN B. LARSON
L000557,HON. JOHN B. LARSON,REP. JOHN LARSON,TRUE,HON. JOHN B. LARSON
L000557,2018 HON. JOHN B. LARSON,,,HON. JOHN B. LARSON
L000557,2019 HON. JOHN B. LARSON,,,HON. JOHN B. LARSON
S000275,HON. JOHN B. SHADEGG,REP. JOHN SHADEGG,FALSE,HON. JOHN B. SHADEGG
B001252,HON. JOHN BARROW,REP. JOHN BARROW,TRUE,HON. JOHN BARROW
B001236,HON. JOHN BOOZMAN,REP. JOHN BOOZMAN,TRUE,HON. JOHN BOOZMAN
C001083,2016 HON. JOHN C.   CARNEY  JR.,,FALSE,HON. JOHN C.   CARNEY  JR.
C001083,HON. JOHN C. CARNEY,REP. JOHN CARNEY,TRUE,HON. JOHN C. CARNEY
C001083,"HON. JOHN C. CARNEY, JR.",,,"HON. JOHN C. CARNEY, JR."
C001064,HON. JOHN CAMPBELL,REP. JOHN CAMPBELL III,TRUE,HON. JOHN CAMPBELL
C000714,HON. JOHN CONYERS,REP. JOHN CONYERS JR.,TRUE,HON. JOHN CONYERS
C000714,2016 HON. JOHN CONYERS  JR.,REP. JOHN CONYERS JR.,TRUE,HON. JOHN CONYERS  JR.
C000714,2017 HON. JOHN CONYERS  JR.,REP. JOHN CONYERS JR.,TRUE,HON. JOHN CONYERS  JR.
C000714,HON. JOHN CONYERS JR,REP. JOHN CONYERS JR.,TRUE,HON. JOHN CONYERS JR
C000714,HON. JOHN CONYERS JR.,REP. JOHN CONYERS JR.,TRUE,HON. JOHN CONYERS JR.
C000714,"HON. JOHN CONYERS, JR.",REP. JOHN CONYERS JR.,TRUE,"HON. JOHN CONYERS, JR."
D000355,HON. JOHN D DINGELL,REP. JOHN DINGELL,TRUE,HON. JOHN D DINGELL
D000355,HON. JOHN D. DINGELL,REP. JOHN DINGELL,TRUE,HON. JOHN D. DINGELL
P000263,HON. JOHN E. PETERSON,REP. JOHN PETERSON,FALSE,HON. JOHN E. PETERSON
T000266,HON. JOHN F. TIERNEY,REP. JOHN TIERNEY,TRUE,HON. JOHN F. TIERNEY
F000456,2016 HON. JOHN FLEMING,,FALSE,HON. JOHN FLEMING
F000456,HON. JOHN FLEMING,REP. JOHN FLEMING,TRUE,HON. JOHN FLEMING
G000559,2016 HON. JOHN GARAMENDI,REP. JOHN GARAMENDI,TRUE,HON. JOHN GARAMENDI
G000559,2017 HON. JOHN GARAMENDI,REP. JOHN GARAMENDI,TRUE,HON. JOHN GARAMENDI
G000559,HON. JOHN GARAMENDI,REP. JOHN GARAMENDI,TRUE,HON. JOHN GARAMENDI
G000559,2018 HON. JOHN GARAMENDI,,,HON. JOHN GARAMENDI
G000559,2019 HON. JOHN GARAMENDI,,,HON. JOHN GARAMENDI
A000364,HON. JOHN H. ADLER,REP. JOHN ADLER,TRUE,HON. JOHN H. ADLER
R000609,2017 HON. JOHN H. RUTHERFORD,REP. JOHN RUTHERFORD,TRUE,HON. JOHN H. RUTHERFORD
R000609,2018 HON. JOHN H. RUTHERFORD,,,HON. JOHN H. RUTHERFORD
R000609,2019 HON. JOHN H. RUTHERFORD,,,HON. JOHN H. RUTHERFORD
D000533,HON. JOHN J. DUNCAN,REP. JOHN 'JIMMY' DUNCAN JR.,TRUE,HON. JOHN J. DUNCAN
D000533,2016 HON. JOHN J. DUNCAN  JR.,REP. JOHN 'JIMMY' DUNCAN JR.,TRUE,HON. JOHN J. DUNCAN  JR.
D000533,2017 HON. JOHN J. DUNCAN  JR.,REP. JOHN 'JIMMY' DUNCAN JR.,TRUE,HON. JOHN J. DUNCAN  JR.
D000533,2018 HON. JOHN J. DUNCAN  JR.,,,HON. JOHN J. DUNCAN  JR.
D000533,"HON. JOHN J. DUNCAN, JR.",REP. JOHN DUNCAN JR.,TRUE,"HON. JOHN J. DUNCAN, JR."
F000464,2017 HON. JOHN J. FASO,REP. JOHN FASO,TRUE,HON. JOHN J. FASO
F000464,2018 HON. JOHN J. FASO,,,HON. JOHN J. FASO
H001039,HON. JOHN J. HALL,REP. JOHN HALL,TRUE,HON. JOHN J. HALL
J000302,2019 HON. JOHN JOYCE,,,HON. JOHN JOYCE
D000620,2017 HON. JOHN K. DELANEY,REP. JOHN DELANEY,TRUE,HON. JOHN K. DELANEY
D000620,HON. JOHN K. DELANEY,REP. JOHN DELANEY,TRUE,HON. JOHN K. DELANEY
D000620,2018 HON. JOHN K. DELANEY,,,HON. JOHN K. DELANEY
K000386,2016 HON. JOHN KATKO,,,HON. JOHN KATKO
K000386,2017 HON. JOHN KATKO,REP. JOHN KATKO,TRUE,HON. JOHN KATKO
K000386,HON. JOHN KATKO,REP. JOHN KATKO,TRUE,HON. JOHN KATKO
K000386,2018 HON. JOHN KATKO,,,HON. JOHN KATKO
K000386,2019 HON. JOHN KATKO,,,HON. JOHN KATKO
K000386,HON. JOHN KATKO--,REP. JOHN KATKO,TRUE,HON. JOHN KATKO--
K000363,HON. JOHN KLINE,REP. JOHN KLINE,TRUE,HON. JOHN KLINE
M000689,HON. JOHN L MICA,REP. JOHN MICA,TRUE,HON. JOHN L MICA
M000689,2016 HON. JOHN L. MICA,,FALSE,HON. JOHN L. MICA
M000689,HON. JOHN L. MICA,REP. JOHN MICA,TRUE,HON. JOHN L. MICA
L000287,2016 HON. JOHN LEWIS,REP. JOHN LEWIS,TRUE,HON. JOHN LEWIS
L000287,2017 HON. JOHN LEWIS,REP. JOHN LEWIS,TRUE,HON. JOHN LEWIS
L000287,HON. JOHN LEWIS,REP. JOHN LEWIS,TRUE,HON. JOHN LEWIS
L000287,2018 HON. JOHN LEWIS,,,HON. JOHN LEWIS
L000287,2019 HON. JOHN LEWIS,,,HON. JOHN LEWIS
L000321,HON. JOHN LINDER,REP. JOHN LINDER,TRUE,HON. JOHN LINDER
M000472,HON. JOHN M MCHUGH,REP. JOHN MCHUGH,FALSE,HON. JOHN M MCHUGH
S000749,HON. JOHN M SPRATT JR,REP. JOHN SPRATT JR.,TRUE,HON. JOHN M SPRATT JR
M000472,HON. JOHN M. MCHUGH,REP. JOHN MCHUGH,FALSE,HON. JOHN M. MCHUGH
S000749,HON. JOHN M. SPRATT JR.,REP. JOHN SPRATT JR.,,HON. JOHN M. SPRATT JR.
S000749,"HON. JOHN M. SPRATT, JR.",REP. JOHN SPRATT JR.,FALSE,"HON. JOHN M. SPRATT, JR."
O000085,HON. JOHN OLVER,REP. JOHN OLVER,TRUE,HON. JOHN OLVER
M001120,HON. JOHN P MURTHA,REP. JOHN 'JACK' MURTHA,FALSE,HON. JOHN P MURTHA
M001120,HON. JOHN P. MURTHA,REP. JOHN 'JACK' MURTHA,FALSE,HON. JOHN P. MURTHA
S001168,2016 HON. JOHN P. SARBANES,REP. JOHN SARBANES,TRUE,HON. JOHN P. SARBANES
S001168,2017 HON. JOHN P. SARBANES,REP. JOHN SARBANES,TRUE,HON. JOHN P. SARBANES
S001168,HON. JOHN P. SARBANES,REP. JOHN SARBANES,TRUE,HON. JOHN P. SARBANES
S001168,2018 HON. JOHN P. SARBANES,,,HON. JOHN P. SARBANES
S001168,2019 HON. JOHN P. SARBANES,,,HON. JOHN P. SARBANES
K000364,"HON. JOHN R. ""RANDY"" KUHL, JR.",REP. JOHN 'RANDY' KUHL JR.,FALSE,"HON. JOHN R. ""RANDY"" KUHL, JR."
C001051,2016 HON. JOHN R. CARTER,REP. JOHN CARTER,TRUE,HON. JOHN R. CARTER
C001051,2017 HON. JOHN R. CARTER,REP. JOHN CARTER,TRUE,HON. JOHN R. CARTER
C001051,HON. JOHN R. CARTER,REP. JOHN CARTER,TRUE,HON. JOHN R. CARTER
C001051,2018 HON. JOHN R. CARTER,,,HON. JOHN R. CARTER
C001051,2019 HON. JOHN R. CARTER,,,HON. JOHN R. CARTER
C001051,2017 HON. JOHN R. CURTIS,,,HON. JOHN R. CURTIS
C001051,2018 HON. JOHN R. CURTIS,,,HON. JOHN R. CURTIS
C001051,2019 HON. JOHN R. CURTIS,,,HON. JOHN R. CURTIS
M001194,2016 HON. JOHN R. MOOLENAAR,REP. JOHN MOOLENAAR,TRUE,HON. JOHN R. MOOLENAAR
M001194,2017 HON. JOHN R. MOOLENAAR,REP. JOHN MOOLENAAR,TRUE,HON. JOHN R. MOOLENAAR
M001194,HON. JOHN R. MOOLENAAR,REP. JOHN MOOLENAAR,TRUE,HON. JOHN R. MOOLENAAR
M001194,2018 HON. JOHN R. MOOLENAAR,,,HON. JOHN R. MOOLENAAR
M001194,2019 HON. JOHN R. MOOLENAAR,,,HON. JOHN R. MOOLENAAR
M001194,HON. JOHN R. MOOLENAAR--,REP. JOHN MOOLENAAR,TRUE,HON. JOHN R. MOOLENAAR--
M001194,HON. JOHN R. MOOLENAAR--,,TRUE,HON. JOHN R. MOOLENAAR--
M001194,HON. JOHN R. MOOLENAAR--,REP. JOHN MOOLENAAR,TRUE,HON. JOHN R. MOOLENAAR--
M001194,HON. JOHN R. MOOLENAAR--,REP. JOHN MOOLENAAR,TRUE,HON. JOHN R. MOOLENAAR--
R000601,2016 HON. JOHN RATCLIFFE,REP. JOHN RATCLIFFE,TRUE,HON. JOHN RATCLIFFE
R000601,2017 HON. JOHN RATCLIFFE,REP. JOHN RATCLIFFE,TRUE,HON. JOHN RATCLIFFE
R000601,HON. JOHN RATCLIFFE,REP. JOHN RATCLIFFE,TRUE,HON. JOHN RATCLIFFE
R000601,2018 HON. JOHN RATCLIFFE,,,HON. JOHN RATCLIFFE
R000601,2019 HON. JOHN RATCLIFFE,,,HON. JOHN RATCLIFFE
R000601,HON. JOHN RATCLIFFE--,REP. JOHN RATCLIFFE,TRUE,HON. JOHN RATCLIFFE--
T000038,HON. JOHN S. TANNER,REP. JOHN TANNER,FALSE,HON. JOHN S. TANNER
S000275,HON. JOHN SHADEGG,REP. JOHN SHADEGG,TRUE,HON. JOHN SHADEGG
S000364,2016 HON. JOHN SHIMKUS,REP. JOHN SHIMKUS,TRUE,HON. JOHN SHIMKUS
S000364,2017 HON. JOHN SHIMKUS,REP. JOHN SHIMKUS,TRUE,HON. JOHN SHIMKUS
S000364,HON. JOHN SHIMKUS,REP. JOHN SHIMKUS,TRUE,HON. JOHN SHIMKUS
S000364,2018 HON. JOHN SHIMKUS,,,HON. JOHN SHIMKUS
S000364,2019 HON. JOHN SHIMKUS,,,HON. JOHN SHIMKUS
S001155,HON. JOHN SULLIVAN,REP. JOHN SULLIVAN,TRUE,HON. JOHN SULLIVAN
D000429,HON. JOHN T DOOLITTLE,REP. JOHN DOOLITTLE,FALSE,HON. JOHN T DOOLITTLE
S001158,HON. JOHN T. SALAZAR,REP. JOHN SALAZAR,TRUE,HON. JOHN T. SALAZAR
T000038,HON. JOHN TANNER,REP. JOHN TANNER,TRUE,HON. JOHN TANNER
O000085,HON. JOHN W. OLVER,REP. JOHN OLVER,TRUE,HON. JOHN W. OLVER
R000612,2019 HON. JOHN W. ROSE,,,HON. JOHN W. ROSE
P000589,HON. JON C. PORTER,REP. JON PORTER SR.,FALSE,HON. JON C. PORTER
R000594,HON. JON RUNYAN,REP. JON RUNYAN,TRUE,HON. JON RUNYAN
S000248,HON. JOSE E SERRANO,REP. JOSE SERRANO,TRUE,HON. JOSE E SERRANO
S000248,2017 HON. JOSE E. SERRANO,REP. JOSÍ© SERRANO,TRUE,HON. JOSE E. SERRANO
S000248,HON. JOSE E. SERRANO,REP. JOSE SERRANO,TRUE,HON. JOSE E. SERRANO
S000248,2018 HON. JOSE E. SERRANO,,,HON. JOSE E. SERRANO
S000248,2019 HON. JOSE E. SERRANO,,,HON. JOSE E. SERRANO
C001038,2016 HON. JOSEPH CROWLEY,,,HON. JOSEPH CROWLEY
C001038,2017 HON. JOSEPH CROWLEY,REP. JOSEPH 'JOE' CROWLEY,TRUE,HON. JOSEPH CROWLEY
C001038,HON. JOSEPH CROWLEY,REP. JOSEPH 'JOE' CROWLEY,TRUE,HON. JOSEPH CROWLEY
C001038,2018 HON. JOSEPH CROWLEY,,,HON. JOSEPH CROWLEY
C001038,2018 HON. JOSEPH D. MORELLE,,,HON. JOSEPH D. MORELLE
C001038,2019 HON. JOSEPH D. MORELLE,,,HON. JOSEPH D. MORELLE
H001055,2016 HON. JOSEPH J. HECK,,FALSE,HON. JOSEPH J. HECK
H001055,HON. JOSEPH J. HECK,REP. JOE HECK,TRUE,HON. JOSEPH J. HECK
K000379,HON. JOSEPH P. KENNEDY,REP. JOSEPH KENNEDY III,TRUE,HON. JOSEPH P. KENNEDY
K000379,2016 HON. JOSEPH P. KENNEDY  III,,TRUE,HON. JOSEPH P. KENNEDY  III
K000379,2017 HON. JOSEPH P. KENNEDY  III,,TRUE,HON. JOSEPH P. KENNEDY  III
K000379,2018 HON. JOSEPH P. KENNEDY  III,,,HON. JOSEPH P. KENNEDY  III
K000379,2019 HON. JOSEPH P. KENNEDY  III,,,HON. JOSEPH P. KENNEDY  III
K000379,"HON. JOSEPH P. KENNEDY, III",REP. JOSEPH KENNEDY III,TRUE,"HON. JOSEPH P. KENNEDY, III"
P000373,2016 HON. JOSEPH R. PITTS,REP. JOSEPH PITTS,FALSE,HON. JOSEPH R. PITTS
P000373,HON. JOSEPH R. PITTS,REP. JOSEPH 'JOE' PITTS,TRUE,HON. JOSEPH R. PITTS
G000583,2017 HON. JOSH GOTTHEIMER,,,HON. JOSH GOTTHEIMER
G000583,2018 HON. JOSH GOTTHEIMER,,,HON. JOSH GOTTHEIMER
G000583,2019 HON. JOSH GOTTHEIMER,,,HON. JOSH GOTTHEIMER
H001090,2019 HON. JOSH HARDER,,,HON. JOSH HARDER
G000583,2017 HON. JOSH S. GOTTHEIMER,REP. JOSH GOTTHEIMER,TRUE,HON. JOSH S. GOTTHEIMER
G000583,2018 HON. JOSH S. GOTTHEIMER,,,HON. JOSH S. GOTTHEIMER
G000583,2019 HON. JOSH S. GOTTHEIMER,,,HON. JOSH S. GOTTHEIMER
B001281,2015 HON. JOYCE BEATTY,REP. JOYCE BEATTY,TRUE,HON. JOYCE BEATTY
B001281,2016 HON. JOYCE BEATTY,REP. JOYCE BEATTY,TRUE,HON. JOYCE BEATTY
B001281,2017 HON. JOYCE BEATTY,REP. JOYCE BEATTY,TRUE,HON. JOYCE BEATTY
B001281,HON. JOYCE BEATTY,REP. JOYCE BEATTY,TRUE,HON. JOYCE BEATTY
B001281,2018 HON. JOYCE BEATTY,,,HON. JOYCE BEATTY
B001281,2019 HON. JOYCE BEATTY,,,HON. JOYCE BEATTY
V000130,2015 HON. JUAN VARGAS,,,HON. JUAN VARGAS
V000130,2016 HON. JUAN VARGAS,REP. JUAN VARGAS,TRUE,HON. JUAN VARGAS
V000130,2017 HON. JUAN VARGAS,REP. JUAN VARGAS,TRUE,HON. JUAN VARGAS
V000130,HON. JUAN VARGAS,REP. JUAN VARGAS,TRUE,HON. JUAN VARGAS
V000130,2018 HON. JUAN VARGAS,,,HON. JUAN VARGAS
V000130,2019 HON. JUAN VARGAS,,,HON. JUAN VARGAS
B001232,HON. JUDY BIGGERT,REP. JUDY BIGGERT,TRUE,HON. JUDY BIGGERT
C001080,2015 HON. JUDY CHU,REP. JUDY CHU,TRUE,HON. JUDY CHU
C001080,2016 HON. JUDY CHU,REP. JUDY CHU,TRUE,HON. JUDY CHU
C001080,2017 HON. JUDY CHU,REP. JUDY CHU,TRUE,HON. JUDY CHU
C001080,HON. JUDY CHU,REP. JUDY CHU,TRUE,HON. JUDY CHU
C001080,2018 HON. JUDY CHU,,,HON. JUDY CHU
C001080,2019 HON. JUDY CHU,,,HON. JUDY CHU
B001285,2014 HON. JULIA BROWNLEY,REP. JULIA BROWNLEY,TRUE,HON. JULIA BROWNLEY
B001285,2016 HON. JULIA BROWNLEY,REP. JULIA BROWNLEY,TRUE,HON. JULIA BROWNLEY
B001285,2017 HON. JULIA BROWNLEY,REP. JULIA BROWNLEY,TRUE,HON. JULIA BROWNLEY
B001285,HON. JULIA BROWNLEY,REP. JULIA BROWNLEY,TRUE,HON. JULIA BROWNLEY
B001285,2018 HON. JULIA BROWNLEY,,,HON. JULIA BROWNLEY
B001285,2019 HON. JULIA BROWNLEY,,,HON. JULIA BROWNLEY
A000367,2016 HON. JUSTIN A. AMASH,REP. JUSTIN AMASH,TRUE,HON. JUSTIN A. AMASH
A000367,2017 HON. JUSTIN A. AMASH,REP. JUSTIN AMASH,TRUE,HON. JUSTIN A. AMASH
A000367,HON. JUSTIN A. AMASH,REP. JUSTIN AMASH,TRUE,HON. JUSTIN A. AMASH
A000367,2018 HON. JUSTIN A. AMASH,,,HON. JUSTIN A. AMASH
A000367,2019 HON. JUSTIN A. AMASH,,,HON. JUSTIN A. AMASH
A000367,2019 HON. JUSTIN AMASH,,,HON. JUSTIN AMASH
C001062,2016 HON. K. MICHAEL CONAWAY,REP. K. CONAWAY,TRUE,HON. K. MICHAEL CONAWAY
C001062,2017 HON. K. MICHAEL CONAWAY,REP. K. CONAWAY,TRUE,HON. K. MICHAEL CONAWAY
C001062,HON. K. MICHAEL CONAWAY,REP. K. MICHAEL 'MIKE' CONAWAY,TRUE,HON. K. MICHAEL CONAWAY
C001062,2018 HON. K. MICHAEL CONAWAY,,,HON. K. MICHAEL CONAWAY
C001062,2019 HON. K. MICHAEL CONAWAY,,,HON. K. MICHAEL CONAWAY
C001062,HON. K.MICHAEL CONAWAY,REP. K. MICHAEL 'MIKE' CONAWAY,TRUE,HON. K.MICHAEL CONAWAY
B001270,2014 HON. KAREN BASS,REP. KAREN BASS,TRUE,HON. KAREN BASS
B001270,2016 HON. KAREN BASS,REP. KAREN BASS,TRUE,HON. KAREN BASS
B001270,2017 HON. KAREN BASS,REP. KAREN BASS,TRUE,HON. KAREN BASS
B001270,HON. KAREN BASS,REP. KAREN BASS,TRUE,HON. KAREN BASS
B001270,2018 HON. KAREN BASS,,,HON. KAREN BASS
B001270,2019 HON. KAREN BASS,,,HON. KAREN BASS
H001078,2017 HON. KAREN C. HANDEL,REP. KAREN HANDEL,TRUE,HON. KAREN C. HANDEL
H001078,2018 HON. KAREN C. HANDEL,,,HON. KAREN C. HANDEL
C001101,2014 HON. KATHERINE M. CLARK,REP. KATHERINE CLARK,TRUE,HON. KATHERINE M. CLARK
C001101,2015 HON. KATHERINE M. CLARK,,,HON. KATHERINE M. CLARK
C001101,2016 HON. KATHERINE M. CLARK,REP. KATHERINE CLARK,TRUE,HON. KATHERINE M. CLARK
C001101,2017 HON. KATHERINE M. CLARK,REP. KATHERINE CLARK,TRUE,HON. KATHERINE M. CLARK
C001101,HON. KATHERINE M. CLARK,REP. KATHERINE CLARK,TRUE,HON. KATHERINE M. CLARK
C001101,2018 HON. KATHERINE M. CLARK,,,HON. KATHERINE M. CLARK
C001101,2019 HON. KATHERINE M. CLARK,,,HON. KATHERINE M. CLARK
D000608,HON. KATHLEEN A. DAHLKEMPER,REP. KATHY DAHLKEMPER,TRUE,HON. KATHLEEN A. DAHLKEMPER
H001062,HON. KATHLEEN C. HOCHUL,REP. KATHY HOCHUL,TRUE,HON. KATHLEEN C. HOCHUL
R000602,2016 HON. KATHLEEN M. RICE,REP. KATHLEEN RICE,TRUE,HON. KATHLEEN M. RICE
R000602,2017 HON. KATHLEEN M. RICE,REP. KATHLEEN RICE,TRUE,HON. KATHLEEN M. RICE
R000602,HON. KATHLEEN M. RICE,REP. KATHLEEN RICE,TRUE,HON. KATHLEEN M. RICE
R000602,2018 HON. KATHLEEN M. RICE,,,HON. KATHLEEN M. RICE
R000602,2019 HON. KATHLEEN M. RICE,,,HON. KATHLEEN M. RICE
R000602,HON. KATHLEEN M. RICE--,REP. KATHLEEN RICE,TRUE,HON. KATHLEEN M. RICE--
C001066,2016 HON. KATHY CASTOR,REP. KATHY CASTOR,TRUE,HON. KATHY CASTOR
C001066,2017 HON. KATHY CASTOR,REP. KATHY CASTOR,TRUE,HON. KATHY CASTOR
C001066,HON. KATHY CASTOR,REP. KATHY CASTOR,TRUE,HON. KATHY CASTOR
C001066,2018 HON. KATHY CASTOR,,,HON. KATHY CASTOR
C001066,2019 HON. KATHY CASTOR,,,HON. KATHY CASTOR
H001087,2019 HON. KATIE HILL,,,HON. KATIE HILL
P000618,2019 HON. KATIE PORTER,,,HON. KATIE PORTER
G000377,2016 HON. KAY GRANGER,REP. KAY GRANGER,TRUE,HON. KAY GRANGER
G000377,2017 HON. KAY GRANGER,REP. KAY GRANGER,TRUE,HON. KAY GRANGER
G000377,HON. KAY GRANGER,REP. KAY GRANGER,TRUE,HON. KAY GRANGER
G000377,2018 HON. KAY GRANGER,,,HON. KAY GRANGER
G000377,2019 HON. KAY GRANGER,,,HON. KAY GRANGER
E000288,2016 HON. KEITH ELLISON,,,HON. KEITH ELLISON
E000288,2017 HON. KEITH ELLISON,REP. KEITH ELLISON,TRUE,HON. KEITH ELLISON
E000288,HON. KEITH ELLISON,REP. KEITH ELLISON,TRUE,HON. KEITH ELLISON
E000288,2018 HON. KEITH ELLISON,,,HON. KEITH ELLISON
R000598,2016 HON. KEITH J. ROTHFUS,REP. KEITH ROTHFUS,TRUE,HON. KEITH J. ROTHFUS
R000598,2017 HON. KEITH J. ROTHFUS,REP. KEITH ROTHFUS,TRUE,HON. KEITH J. ROTHFUS
R000598,HON. KEITH J. ROTHFUS,REP. KEITH ROTHFUS,TRUE,HON. KEITH J. ROTHFUS
R000598,2018 HON. KEITH J. ROTHFUS,,,HON. KEITH J. ROTHFUS
A000377,2019 HON. KELLY ARMSTRONG,,,HON. KELLY ARMSTRONG
B001297,2016 HON. KEN BUCK,REP. KEN BUCK,TRUE,HON. KEN BUCK
B001297,2017 HON. KEN BUCK,REP. KEN BUCK,TRUE,HON. KEN BUCK
B001297,HON. KEN BUCK,,,HON. KEN BUCK
B001297,2015 HON. KEN BUCK,,,HON. KEN BUCK
B001297,2018 HON. KEN BUCK,,,HON. KEN BUCK
