bioguide_id,name,name_confirm_from_sunlight,in_office,sort
C001069,2020 HON. JOE COURTNEY,,,
C001069,2020 HON. JOE COURTNEY,,,
C001069,2020 HON. JOE COURTNEY,,,
C001069,2020 HON. JOE COURTNEY,,,
C001124,2020 HON. TJ COX,,,
C001124,2020 HON. TJ COX,,,
C001124,2020 HON. TJ COX,,,
C001124,2020 HON. TJ COX,,,
C001124,2020 HON. TJ COX,,,
C001124,2020 HON. TJ COX,,,
C001124,2020 HON. TJ COX,,,
C001124,2020 HON. TJ COX,,,
C001124,2020 HON. TJ COX,,,
C001124,2020 HON. TJ COX,,,
C001124,2020 HON. TJ COX,,,
C001124,2020 HON. TJ COX,,,
C001124,2020 HON. TJ COX,,,
C001119,2020 HON. ANGIE CRAIG,,,
C001119,2020 HON. ANGIE CRAIG,,,
C001119,2020 HON. ANGIE CRAIG,,,
C001119,2020 HON. ANGIE CRAIG,,,
C001119,2020 HON. ANGIE CRAIG,,,
C001119,2020 HON. ANGIE CRAIG,,,
C001119,2020 HON. ANGIE CRAIG,,,
C001119,2020 HON. ANGIE CRAIG,,,
C001119,2020 HON. ANGIE CRAIG,,,
C001119,2020 HON. ANGIE CRAIG,,,
C001119,2020 HON. ANGIE CRAIG,,,
C001119,2020 HON. ANGIE CRAIG,,,
C001119,2020 HON. ANGIE CRAIG,,,
C001087,"2020 HON. ERIC A. ""RICK"" CRAWFORD",,,
C001087,"2020 HON. ERIC A. ""RICK"" CRAWFORD",,,
C001087,"2020 HON. ERIC A. ""RICK"" CRAWFORD",,,
C001087,"2020 HON. ERIC A. ""RICK"" CRAWFORD",,,
C001087,"2020 HON. ERIC A. ""RICK"" CRAWFORD",,,
C001087,"2020 HON. ERIC A. ""RICK"" CRAWFORD",,,
C001087,"2020 HON. ERIC A. ""RICK"" CRAWFORD",,,
C001087,"2020 HON. ERIC A. ""RICK"" CRAWFORD",,,
C001087,"2020 HON. ERIC A. ""RICK"" CRAWFORD",,,
C001087,"2020 HON. ERIC A. ""RICK"" CRAWFORD",,,
C001120,2020 HON. DAN CRENSHAW,,,
C001120,2020 HON. DAN CRENSHAW,,,
C001120,2020 HON. DAN CRENSHAW,,,
C001120,2020 HON. DAN CRENSHAW,,,
C001120,2020 HON. DAN CRENSHAW,,,
C001120,2020 HON. DAN CRENSHAW,,,
C001120,2020 HON. DAN CRENSHAW,,,
C001120,2020 HON. DAN CRENSHAW,,,
C001120,2020 HON. DAN CRENSHAW,,,
C001120,2020 HON. DAN CRENSHAW,,,
C001120,2020 HON. DAN CRENSHAW,,,
C001120,2020 HON. DAN CRENSHAW,,,
C001120,2020 HON. DAN CRENSHAW,,,
C001111,2020 HON. CHARLIE CRIST,,,
C001111,2020 HON. CHARLIE CRIST,,,
C001111,2020 HON. CHARLIE CRIST,,,
C001111,2020 HON. CHARLIE CRIST,,,
C001111,2020 HON. CHARLIE CRIST,,,
C001111,2020 HON. CHARLIE CRIST,,,
C001111,2020 HON. CHARLIE CRIST,,,
C001111,2020 HON. CHARLIE CRIST,,,
C001111,2020 HON. CHARLIE CRIST,,,
C001111,2020 HON. CHARLIE CRIST,,,
C001111,2020 HON. CHARLIE CRIST,,,
C001111,2020 HON. CHARLIE CRIST,,,
C001111,2020 HON. CHARLIE CRIST,,,
C001121,2020 HON. JASON CROW,,,
C001121,2020 HON. JASON CROW,,,
C001121,2020 HON. JASON CROW,,,
C001121,2020 HON. JASON CROW,,,
C001121,2020 HON. JASON CROW,,,
C001121,2020 HON. JASON CROW,,,
C001121,2020 HON. JASON CROW,,,
C001121,2020 HON. JASON CROW,,,
C001121,2020 HON. JASON CROW,,,
C001121,2020 HON. JASON CROW,,,
C001121,2020 HON. JASON CROW,,,
C001121,2020 HON. JASON CROW,,,
C001121,2020 HON. JASON CROW,,,
C001063,2020 HON. HENRY CUELLAR,,,
C001063,2020 HON. HENRY CUELLAR,,,
C001063,2020 HON. HENRY CUELLAR,,,
C001063,2020 HON. HENRY CUELLAR,,,
C001063,2020 HON. HENRY CUELLAR,,,
C001063,2020 HON. HENRY CUELLAR,,,
C001063,2020 HON. HENRY CUELLAR,,,
C001063,2020 HON. HENRY CUELLAR,,,
C001063,2020 HON. HENRY CUELLAR,,,
C001063,2020 HON. HENRY CUELLAR,,,
C001063,2020 HON. HENRY CUELLAR,,,
C001063,2020 HON. HENRY CUELLAR,,,
C001063,2020 HON. HENRY CUELLAR,,,
C001122,2020 HON. JOE CUNNINGHAM,,,
C001122,2020 HON. JOE CUNNINGHAM,,,
C001122,2020 HON. JOE CUNNINGHAM,,,
C001122,2020 HON. JOE CUNNINGHAM,,,
C001122,2020 HON. JOE CUNNINGHAM,,,
C001122,2020 HON. JOE CUNNINGHAM,,,
C001122,2020 HON. JOE CUNNINGHAM,,,
C001122,2020 HON. JOE CUNNINGHAM,,,
C001122,2020 HON. JOE CUNNINGHAM,,,
C001122,2020 HON. JOE CUNNINGHAM,,,
C001122,2020 HON. JOE CUNNINGHAM,,,
C001122,2020 HON. JOE CUNNINGHAM,,,
C001122,2020 HON. JOE CUNNINGHAM,,,
C001114,2020 HON. JOHN R. CURTIS,,,
C001114,2020 HON. JOHN R. CURTIS,,,
C001114,2020 HON. JOHN R. CURTIS,,,
C001114,2020 HON. JOHN R. CURTIS,,,
C001114,2020 HON. JOHN R. CURTIS,,,
C001114,2020 HON. JOHN R. CURTIS,,,
C001114,2020 HON. JOHN R. CURTIS,,,
C001114,2020 HON. JOHN R. CURTIS,,,
C001114,2020 HON. JOHN R. CURTIS,,,
C001114,2020 HON. JOHN R. CURTIS,,,
C001114,2020 HON. JOHN R. CURTIS,,,
C001114,2020 HON. JOHN R. CURTIS,,,
C001114,2020 HON. JOHN R. CURTIS,,,
D000629,2020 HON. SHARICE DAVIDS,,,
D000629,2020 HON. SHARICE DAVIDS,,,
D000629,2020 HON. SHARICE DAVIDS,,,
D000629,2020 HON. SHARICE DAVIDS,,,
D000629,2020 HON. SHARICE DAVIDS,,,
D000629,2020 HON. SHARICE DAVIDS,,,
D000629,2020 HON. SHARICE DAVIDS,,,
D000629,2020 HON. SHARICE DAVIDS,,,
D000629,2020 HON. SHARICE DAVIDS,,,
D000629,2020 HON. SHARICE DAVIDS,,,
D000629,2020 HON. SHARICE DAVIDS,,,
D000629,2020 HON. SHARICE DAVIDS,,,
D000629,2020 HON. SHARICE DAVIDS,,,
D000626,2020 HON. WARREN DAVIDSON,,,
D000626,2020 HON. WARREN DAVIDSON,,,
D000626,2020 HON. WARREN DAVIDSON,,,
D000626,2020 HON. WARREN DAVIDSON,,,
D000626,2020 HON. WARREN DAVIDSON,,,
D000626,2020 HON. WARREN DAVIDSON,,,
D000626,2020 HON. WARREN DAVIDSON,,,
D000626,2020 HON. WARREN DAVIDSON,,,
D000626,2020 HON. WARREN DAVIDSON,,,
D000626,2020 HON. WARREN DAVIDSON,,,
D000626,2020 HON. WARREN DAVIDSON,,,
D000626,2020 HON. WARREN DAVIDSON,,,
D000096,2020 HON. DANNY K. DAVIS,,,
D000096,2020 HON. DANNY K. DAVIS,,,
D000096,2020 HON. DANNY K. DAVIS,,,
D000096,2020 HON. DANNY K. DAVIS,,,
D000096,2020 HON. DANNY K. DAVIS,,,
D000096,2020 HON. DANNY K. DAVIS,,,
D000096,2020 HON. DANNY K. DAVIS,,,
D000096,2020 HON. DANNY K. DAVIS,,,
D000096,2020 HON. DANNY K. DAVIS,,,
D000096,2020 HON. DANNY K. DAVIS,,,
D000096,2020 HON. DANNY K. DAVIS,,,
D000096,2020 HON. DANNY K. DAVIS,,,
D000096,2020 HON. DANNY K. DAVIS,,,
D000619,2020 HON. RODNEY DAVIS,,,
D000619,2020 HON. RODNEY DAVIS,,,
D000619,2020 HON. RODNEY DAVIS,,,
D000619,2020 HON. RODNEY DAVIS,,,
D000619,2020 HON. RODNEY DAVIS,,,
D000619,2020 HON. RODNEY DAVIS,,,
D000619,2020 HON. RODNEY DAVIS,,,
D000619,2020 HON. RODNEY DAVIS,,,
D000619,2020 HON. RODNEY DAVIS,,,
D000619,2020 HON. RODNEY DAVIS,,,
D000619,2020 HON. RODNEY DAVIS,,,
D000619,2020 HON. RODNEY DAVIS,,,
D000619,2020 HON. RODNEY DAVIS,,,
D000598,2020 HON. SUSAN A. DAVIS,,,
D000598,2020 HON. SUSAN A. DAVIS,,,
D000598,2020 HON. SUSAN A. DAVIS,,,
D000598,2020 HON. SUSAN A. DAVIS,,,
D000598,2020 HON. SUSAN A. DAVIS,,,
D000598,2020 HON. SUSAN A. DAVIS,,,
D000598,2020 HON. SUSAN A. DAVIS,,,
D000598,2020 HON. SUSAN A. DAVIS,,,
D000598,2020 HON. SUSAN A. DAVIS,,,
D000598,2020 HON. SUSAN A. DAVIS,,,
D000598,2020 HON. SUSAN A. DAVIS,,,
D000598,2020 HON. SUSAN A. DAVIS,,,
D000598,2020 HON. SUSAN A. DAVIS,,,
D000631,2020 HON. MADELEINE DEAN,,,
D000631,2020 HON. MADELEINE DEAN,,,
D000631,2020 HON. MADELEINE DEAN,,,
D000631,2020 HON. MADELEINE DEAN,,,
D000631,2020 HON. MADELEINE DEAN,,,
D000631,2020 HON. MADELEINE DEAN,,,
D000631,2020 HON. MADELEINE DEAN,,,
D000631,2020 HON. MADELEINE DEAN,,,
D000631,2020 HON. MADELEINE DEAN,,,
D000631,2020 HON. MADELEINE DEAN,,,
D000631,2020 HON. MADELEINE DEAN,,,
D000631,2020 HON. MADELEINE DEAN,,,
D000631,2020 HON. MADELEINE DEAN,,,
D000191,2020 HON. PETER A. DEFAZIO,,,
D000191,2020 HON. PETER A. DEFAZIO,,,
D000191,2020 HON. PETER A. DEFAZIO,,,
D000191,2020 HON. PETER A. DEFAZIO,,,
D000191,2020 HON. PETER A. DEFAZIO,,,
D000191,2020 HON. PETER A. DEFAZIO,,,
D000191,2020 HON. PETER A. DEFAZIO,,,
D000191,2020 HON. PETER A. DEFAZIO,,,
D000191,2020 HON. PETER A. DEFAZIO,,,
D000191,2020 HON. PETER A. DEFAZIO,,,
D000191,2020 HON. PETER A. DEFAZIO,,,
D000191,2020 HON. PETER A. DEFAZIO,,,
D000191,2020 HON. PETER A. DEFAZIO,,,
D000197,2020 HON. DIANA DEGETTE,,,
D000197,2020 HON. DIANA DEGETTE,,,
D000197,2020 HON. DIANA DEGETTE,,,
D000197,2020 HON. DIANA DEGETTE,,,
D000197,2020 HON. DIANA DEGETTE,,,
D000197,2020 HON. DIANA DEGETTE,,,
D000197,2020 HON. DIANA DEGETTE,,,
D000197,2020 HON. DIANA DEGETTE,,,
D000197,2020 HON. DIANA DEGETTE,,,
D000197,2020 HON. DIANA DEGETTE,,,
D000197,2020 HON. DIANA DEGETTE,,,
D000197,2020 HON. DIANA DEGETTE,,,
D000197,2020 HON. DIANA DEGETTE,,,
D000216,2020 HON. ROSA L. DELAURO,,,
D000216,2020 HON. ROSA L. DELAURO,,,
D000216,2020 HON. ROSA L. DELAURO,,,
D000216,2020 HON. ROSA L. DELAURO,,,
D000216,2020 HON. ROSA L. DELAURO,,,
D000216,2020 HON. ROSA L. DELAURO,,,
D000216,2020 HON. ROSA L. DELAURO,,,
D000216,2020 HON. ROSA L. DELAURO,,,
D000216,2020 HON. ROSA L. DELAURO,,,
D000216,2020 HON. ROSA L. DELAURO,,,
D000216,2020 HON. ROSA L. DELAURO,,,
D000216,2020 HON. ROSA L. DELAURO,,,
D000216,2020 HON. ROSA L. DELAURO,,,
D000617,2020 HON. SUZAN K. DELBENE,,,
D000617,2020 HON. SUZAN K. DELBENE,,,
D000617,2020 HON. SUZAN K. DELBENE,,,
D000617,2020 HON. SUZAN K. DELBENE,,,
D000617,2020 HON. SUZAN K. DELBENE,,,
D000617,2020 HON. SUZAN K. DELBENE,,,
D000617,2020 HON. SUZAN K. DELBENE,,,
D000617,2020 HON. SUZAN K. DELBENE,,,
D000617,2020 HON. SUZAN K. DELBENE,,,
D000617,2020 HON. SUZAN K. DELBENE,,,
D000617,2020 HON. SUZAN K. DELBENE,,,
D000617,2020 HON. SUZAN K. DELBENE,,,
D000630,2020 HON. ANTONIO DELGADO,,,
